symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
ARHGEF10L	0.31833803431400615	No data	0.4491088767355851	No data	0.5962641385328171	No data	No data	No data	Rho guanine nucleotide exchange factor 10 like
KITLG	0.31803453268437065	No data	No data	No data	0.9694646685521148	0.18309726382027047	No data	0.6868298911260914	KIT ligand
ATP4A	0.31765125633989144	No data	No data	0.4794885296495658	0.3441893342750761	No data	No data	No data	ATPase H+/K+ transporting subunit alpha
FAR2	0.3172931713630005	0.5219231738374677	No data	No data	No data	No data	No data	No data	fatty acyl-CoA reductase 2
RELA	0.31727059245910505	No data	No data	No data	0.8051988099377807	0.7949097058867298	No data	No data	RELA proto-oncogene, NF-kB subunit
EIF4G1	0.31709106654819696	No data	No data	No data	0.7764426746908264	0.1988466211080765	No data	No data	eukaryotic translation initiation factor 4 gamma 1
FBXO32	0.3169740831133841	0.5181306698590468	No data	No data	No data	0.06535256074324927	No data	No data	F-box protein 32
BIRC6	0.31673036030935653	0.19453785523571876	0.46955593946638463	No data	No data	0.12631451017041462	No data	No data	baculoviral IAP repeat containing 6
ATXN7	0.31651069280372296	0.3921293850612164	No data	No data	0.8452074195163523	No data	No data	No data	ataxin 7
INSR	0.31625686382758567	0.005899525301881516	No data	0.1649687767185535	0.9365880340996386	0.4641117781918745	No data	No data	insulin receptor
VGLL3	0.315956484156135	0.5197244248809796	No data	No data	No data	No data	No data	No data	vestigial like family member 3
IL2RA	0.3158461857893373	No data	No data	0.4907113546921684	No data	0.5766327550145225	No data	No data	interleukin 2 receptor subunit alpha
PRKCA	0.3156903344186131	No data	No data	0.07599134970145263	0.92825697523622	0.9342931570811973	No data	No data	protein kinase C alpha
MYEOV	0.3153982641285631	0.5170583942798685	No data	No data	No data	0.03495602086266821	No data	No data	myeloma overexpressed
PSMD3	0.3152930979629283	No data	No data	No data	0.9751856989678153	0.6208071096443672	No data	No data	proteasome 26S subunit, non-ATPase 3
KCNN4	0.3148832735151444	0.486859789042589	No data	No data	No data	0.6219857165234783	No data	No data	potassium calcium-activated channel subfamily N member 4
GATAD2A	0.3143583995462767	0.3030515445476945	No data	No data	0.8826656218167207	No data	No data	No data	GATA zinc finger domain containing 2A
RICTOR	0.31413971969701115	No data	No data	No data	0.9593901829978526	0.7408178759871028	No data	No data	RPTOR independent companion of MTOR complex 2
WNK2	0.31400589423379066	No data	0.4491088767355851	No data	0.5221988336516445	0.09594547339615214	No data	No data	WNK lysine deficient protein kinase 2
IQGAP1	0.3139709894658004	No data	No data	No data	0.9543859289598539	0.7853094480044539	No data	No data	IQ motif containing GTPase activating protein 1
MIER3	0.3134389695465996	0.515583304510987	No data	No data	No data	No data	No data	No data	MIER family member 3
PMS1	0.3130657878381948	0.19892846655180269	0.46378505317192714	No data	No data	0.06535256074324927	No data	No data	PMS1 homolog 1, mismatch repair system component
PSMD6	0.3129406957353917	0.10868332977247304	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, non-ATPase 6
SERPINC1	0.3126410003066444	No data	No data	0.42555155832813474	0.6958033621207892	0.07846771996379855	No data	No data	serpin family C member 1
FGF1	0.31243609395588706	No data	No data	0.08654570382665439	0.9805921022933716	0.09005279455664152	No data	No data	fibroblast growth factor 1
EPHA7	0.31227087746401755	No data	0.46767960984412654	0.17964355069423402	No data	0.04821228964392161	No data	No data	EPH receptor A7
ANGPT1	0.3120883058111912	No data	No data	0.12158615952232422	0.9500974554915009	0.3562333919997901	No data	No data	angiopoietin 1
CSMD3	0.3115156056699339	0.19453785523571876	0.46378505317192714	No data	No data	No data	No data	No data	CUB and Sushi multiple domains 3
MAPK8	0.3114752846137658	No data	No data	No data	0.9352667824353047	0.8943960137502172	No data	No data	mitogen-activated protein kinase 8
VTI1A	0.3114379143894842	0.16863519560399623	0.45643230612858215	No data	No data	No data	No data	No data	vesicle transport through interaction with t-SNAREs 1A
TLR9	0.31143713119579525	No data	No data	0.16789814847575238	0.9067628608047468	0.7620509208778856	No data	No data	toll like receptor 9
RASGRF2	0.3113344223858596	No data	No data	No data	0.9473059486416561	0.7693701983107071	No data	No data	Ras protein specific guanine nucleotide releasing factor 2
CDYL2	0.3111803631767302	0.5066647719518147	No data	No data	No data	0.1040659316744893	No data	No data	chromodomain Y like 2
TRIB3	0.31116267655217994	No data	No data	No data	0.9631297320168509	0.6054821874545743	No data	No data	tribbles pseudokinase 3
GPHN	0.3105391848192854	0.19453785523571876	0.46190872354966905	No data	No data	0.012158615952232422	No data	No data	gephyrin
ABO	0.3102159895883453	0.4018620468233977	No data	No data	No data	0.1743953427747935	No data	No data	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
PRKAA1	0.31018567569462474	No data	No data	No data	0.9391518273202389	0.8131193899412372	No data	No data	protein kinase AMP-activated catalytic subunit alpha 1
NIN	0.3100113284771092	No data	0.40795607617847474	No data	No data	No data	No data	No data	ninein
NONO	0.3098054029635974	No data	0.3952289066493137	No data	No data	0.7006603535229264	No data	No data	non-POU domain containing octamer binding
PEBP1	0.30933154164586363	No data	No data	No data	0.947195275008521	0.7045851999951307	No data	No data	phosphatidylethanolamine binding protein 1
PSMB8	0.30922967847200744	No data	No data	No data	0.9751856989678153	0.421329816678054	No data	No data	proteasome 20S subunit beta 8
LASP1	0.3090901794652821	0.19453785523571876	0.44488713508550437	No data	No data	0.6708724267457433	No data	No data	LIM and SH3 protein 1
TP73	0.3089097135771576	No data	No data	No data	0.9396676069175598	0.30504356331999394	No data	0.6304094610274757	tumor protein p73
CEBPB	0.30872168212883133	0.4656192261315339	No data	No data	No data	0.8440899755097957	No data	No data	CCAAT enhancer binding protein beta
HBEGF	0.30861031380071774	No data	No data	No data	0.9748162620857227	0.4046480284191597	No data	No data	heparin binding EGF like growth factor
HBB	0.30845673378871385	No data	No data	0.42555155832813474	0.5955733828040017	0.332535322226013	No data	No data	hemoglobin subunit beta
SPRED1	0.30814142992714827	No data	No data	No data	0.9517906976539168	0.6194781053729217	No data	No data	sprouty related EVH1 domain containing 1
SLC4A7	0.30806735191479007	0.3985550525662512	No data	No data	No data	0.18567191924689513	No data	No data	solute carrier family 4 member 7
PRCC	0.30767522902501426	No data	0.44302956875946886	No data	0.25229128100882275	No data	No data	No data	proline rich mitotic checkpoint control factor
TLX3	0.30763416459671594	0.19453785523571876	0.4559480982087158	No data	No data	0.06535256074324927	No data	No data	T cell leukemia homeobox 3
DUSP1	0.30761702398042556	No data	No data	No data	0.9441498091971382	0.6786348306889325	No data	No data	dual specificity phosphatase 1
IL3RA	0.30761625970951867	No data	No data	No data	0.9542573521577107	0.5775342577310401	No data	No data	interleukin 3 receptor subunit alpha
PIP5K1A	0.30760950891781047	No data	No data	No data	0.9414665113049367	0.7052205754637523	No data	No data	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
CNKSR2	0.3073901645934439	No data	No data	No data	0.947195275008521	0.6407168432661479	No data	No data	connector enhancer of kinase suppressor of Ras 2
DNAJB1	0.3073298142165269	No data	0.4293089083967066	No data	0.5930805462738289	0.09406040396379804	No data	No data	DnaJ heat shock protein family (Hsp40) member B1
PPIA	0.3072463047860668	No data	No data	0.48241790140676466	No data	0.4595787960277852	No data	No data	peptidylprolyl isomerase A
GAB1	0.30722036860568636	No data	No data	No data	0.9815445650029279	0.29163791318757487	No data	No data	GRB2 associated binding protein 1
SOS1	0.3067105417337547	No data	No data	No data	0.9807938998771041	0.28237203461397775	No data	No data	SOS Ras/Rac guanine nucleotide exchange factor 1
NR4A1	0.30653753904319053	No data	No data	No data	0.9230789090547291	0.8538304170507826	No data	No data	nuclear receptor subfamily 4 group A member 1
INPP4B	0.3065308485491143	No data	No data	No data	0.7988718091551454	0.22162901864455964	No data	No data	inositol polyphosphate-4-phosphatase type II B
MAP3K11	0.3064585376746336	No data	No data	No data	0.947195275008521	0.6100677324637203	No data	No data	mitogen-activated protein kinase kinase kinase 11
GSK3A	0.3064509724413227	No data	No data	No data	0.8040439578358128	0.07024978105734288	No data	No data	glycogen synthase kinase 3 alpha
FGF8	0.3063787848753747	No data	No data	No data	0.9805921022933716	0.27347571363714374	No data	No data	fibroblast growth factor 8
SOD1	0.3062739325981385	No data	No data	No data	0.7320157088133123	0.5048883291531987	No data	No data	superoxide dismutase 1
IGF1	0.30597842779698486	No data	No data	0.12158615952232422	0.8854318770582348	0.941715360511418	No data	No data	insulin like growth factor 1
A1CF	0.3059227888339551	0.19453785523571876	0.45458529415667187	No data	No data	No data	No data	No data	APOBEC1 complementation factor
AGO2	0.3057747560304324	No data	No data	No data	0.9414413529437248	0.6451115754506859	No data	No data	argonaute RISC catalytic component 2
DUSP6	0.30575416381381487	No data	No data	No data	0.9441498091971382	0.6173495602624538	No data	No data	dual specificity phosphatase 6
WEE1	0.30565887110443835	No data	No data	0.1587374860430344	0.8953285673568312	0.6946640168158896	No data	No data	WEE1 G2 checkpoint kinase
GRB2	0.3055841523696458	No data	No data	No data	0.9856238456492955	0.19701607741764418	No data	No data	growth factor receptor bound protein 2
DUSP7	0.30556026098294425	No data	No data	No data	0.9441498091971382	0.6109704515996791	No data	No data	dual specificity phosphatase 7
RASAL2	0.3051763090591374	No data	No data	No data	0.9493681646083069	0.5461554622879539	No data	No data	RAS protein activator like 2
TP53BP1	0.3050936564912327	No data	No data	No data	0.93387184467276	0.6983995176806775	No data	No data	tumor protein p53 binding protein 1
TBX5	0.3050908756720026	0.4095365474820821	No data	No data	0.738518212014835	No data	No data	No data	T-box transcription factor 5
ITGB3	0.3049984841200248	No data	No data	0.06079307976116211	0.9633762739734206	0.2165822986279196	No data	No data	integrin subunit beta 3
CYBRD1	0.30473412503930963	0.499133529967044	No data	No data	No data	0.0426193263058947	No data	No data	cytochrome b reductase 1
CHUK	0.3046449331759439	No data	No data	No data	0.943484982497759	0.5875058238167462	No data	No data	component of inhibitor of nuclear factor kappa B kinase complex
MAPK14	0.304555409794816	No data	No data	0.12158615952232422	0.9280282208488039	0.29519428367549383	No data	No data	mitogen-activated protein kinase 14
YES1	0.3044435839078498	No data	No data	0.1889365228547926	0.9017702048412198	0.1200305271810851	No data	No data	YES proto-oncogene 1, Src family tyrosine kinase
THRAP3	0.3043621992651207	No data	0.45643230612858215	No data	0.35376320397354755	No data	No data	No data	thyroid hormone receptor associated protein 3
BARX2	0.3036912941300319	0.49954911862196233	No data	No data	No data	No data	No data	No data	BARX homeobox 2
TP53BP2	0.30321503353307294	No data	No data	No data	0.93610454582685	0.14632556559179713	No data	0.549235079102219	tumor protein p53 binding protein 2
STAT5A	0.30321295190010317	No data	No data	No data	0.9129455585913185	0.8457900536015907	No data	No data	signal transducer and activator of transcription 5A
CRK	0.3031677029222215	No data	No data	No data	0.9204780627588804	0.7689763892715702	No data	No data	CRK proto-oncogene, adaptor protein
RASA2	0.3031658940658071	0.09465221510163657	No data	No data	0.9493681646083069	0.015198269940290528	No data	No data	RAS p21 protein activator 2
GLI1	0.3029435854777697	No data	0.45458529415667187	No data	No data	0.8746780101631264	No data	No data	GLI family zinc finger 1
PIP5K1C	0.3027786717642454	No data	No data	No data	0.9414665113049367	0.5462933695204428	No data	No data	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
ITGA6	0.30259074500779226	No data	No data	No data	0.9133120789931385	0.8216551877483483	No data	No data	integrin subunit alpha 6
ZBTB38	0.30247231305946765	0.49754398732189786	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 38
TOP2B	0.3022160473501324	No data	No data	0.49636253619207704	No data	0.015198269940290528	No data	No data	DNA topoisomerase II beta
PRKAA2	0.30220014592708466	No data	No data	No data	0.9391518273202389	0.5504075879100577	No data	No data	protein kinase AMP-activated catalytic subunit alpha 2
PSMD12	0.3019664077167456	No data	No data	No data	0.9751856989678153	0.18237923928348632	No data	No data	proteasome 26S subunit, non-ATPase 12
SEPTIN9	0.3012872580905291	No data	0.4595339938714986	No data	No data	0.7212133602278975	No data	No data	septin 9
MACC1	0.3011920808896251	No data	0.45458529415667187	No data	No data	0.8170561691566939	No data	No data	MET transcriptional regulator MACC1
CCNA2	0.3011513676278109	No data	No data	No data	0.9563345017567695	0.34407763023843363	No data	No data	cyclin A2
VWF	0.3011043211296611	No data	No data	No data	0.9572890724975978	0.3329841644887532	No data	No data	von Willebrand factor
MTNR1A	0.30105455895671374	No data	No data	0.4873932239413848	No data	0.15637331071898922	No data	No data	melatonin receptor 1A
PRKCD	0.3009804002557686	No data	No data	0.07599134970145263	0.9377168463300674	0.3255139554742266	No data	No data	protein kinase C delta
TFRC	0.30094635332461395	0.19453785523571876	0.4293089083967066	No data	No data	0.7690737250477371	No data	No data	transferrin receptor
TFG	0.3008574714447901	No data	0.4522105644785015	No data	0.34141704805747564	No data	No data	No data	trafficking from ER to golgi regulator
RPN1	0.3007833189797459	0.19453785523571876	0.4461312565023853	No data	No data	No data	No data	No data	ribophorin I
SPTBN1	0.30050562136235415	No data	No data	No data	0.9553660694409302	0.03647584785669727	No data	0.3163063939973264	spectrin beta, non-erythrocytic 1
RASGRP3	0.300398712411847	No data	No data	No data	0.9541038099905288	0.3416233343245304	No data	No data	RAS guanyl releasing protein 3
FILIP1L	0.30038161119861273	0.49410494151426865	No data	No data	No data	No data	No data	No data	filamin A interacting protein 1 like
ADRB1	0.30035885851864785	No data	No data	0.49239570538997607	No data	0.03343619386863916	No data	No data	adrenoceptor beta 1
FGF9	0.3003015142549216	No data	No data	No data	0.9805921022933716	0.07354273954440584	No data	No data	fibroblast growth factor 9
BTC	0.3002904809190182	No data	No data	No data	0.9748162620857227	0.130938161625583	No data	No data	betacellulin
ITGB1	0.30005186052282107	No data	No data	No data	0.9275151653774037	0.5960988800576217	No data	No data	integrin subunit beta 1
PHLPP2	0.2999531447519449	No data	No data	No data	0.9139267947694969	0.7287349871907589	No data	No data	PH domain and leucine rich repeat protein phosphatase 2
PRKCQ	0.29976457566564896	No data	No data	0.07599134970145263	0.9208104821220807	0.4848248110952678	No data	No data	protein kinase C theta
UBA52	0.2995842515794651	No data	No data	No data	0.9843708293782967	0.012158615952232422	No data	No data	ubiquitin A-52 residue ribosomal protein fusion product 1
PSME3	0.2995061351563237	No data	No data	No data	0.9751856989678153	0.1014400083681391	No data	No data	proteasome activator subunit 3
FGF18	0.299498466395884	No data	No data	No data	0.979225162771292	0.06079307976116211	No data	No data	fibroblast growth factor 18
ROBO2	0.29942612391105794	No data	0.46190872354966905	No data	No data	0.6124902785937083	No data	No data	roundabout guidance receptor 2
PSMD7	0.29937934873395267	No data	No data	No data	0.9751856989678153	0.09726892761785938	No data	No data	proteasome 26S subunit, non-ATPase 7
GFRA3	0.29932360093514	No data	No data	No data	0.9441498091971382	0.40579380740575705	No data	No data	GDNF family receptor alpha 3
CCR7	0.2992495908869596	No data	0.4063426338202676	No data	0.5579092950751711	0.7272701259637003	No data	No data	C-C motif chemokine receptor 7
UBC	0.29921467172478045	No data	No data	No data	0.9843708293782967	No data	No data	No data	ubiquitin C
CCNB1	0.29919882437400525	No data	No data	No data	0.925376359954896	0.589423340460273	No data	No data	cyclin B1
PSMC4	0.29919455880661033	No data	No data	No data	0.9751856989678153	0.09118961964174316	No data	No data	proteasome 26S subunit, ATPase 4
PAX7	0.2991851584743407	0.19453785523571876	0.44302956875946886	No data	No data	0.021277577916406734	No data	No data	paired box 7
SETD9	0.29912443730423943	0.3466579643725009	No data	No data	0.8107449896520252	No data	No data	No data	SET domain containing 9
INPP5D	0.299007997270293	No data	No data	No data	0.9219065571092967	0.6178434470060107	No data	No data	inositol polyphosphate-5-phosphatase D
CDK7	0.2988242488661891	No data	No data	0.08654570382665439	0.8902217699873928	0.7363224885003017	No data	No data	cyclin dependent kinase 7
RASAL1	0.2986871882371608	No data	No data	No data	0.9493681646083069	0.33267324202635934	No data	No data	RAS protein activator like 1
PSMD2	0.2986119572301282	No data	No data	No data	0.9751856989678153	0.07202291255037678	No data	No data	proteasome 26S subunit ubiquitin receptor, non-ATPase 2
NCK1	0.2984341537669022	No data	No data	No data	0.9117683863583029	0.7003465747287342	No data	No data	NCK adaptor protein 1
KL	0.29842824195821344	No data	No data	No data	0.9736478076181295	0.08135787260264808	No data	No data	klotho
FAM131B	0.29838258028367476	No data	0.41664368344646446	No data	0.5933840320427929	No data	No data	No data	family with sequence similarity 131 member B
VAV2	0.2982204620701454	No data	No data	No data	0.9054060672467208	0.7569396335467233	No data	No data	vav guanine nucleotide exchange factor 2
EEF2K	0.2981215430444644	No data	No data	No data	0.9067628608047468	0.74011741224613	No data	No data	eukaryotic elongation factor 2 kinase
ARRB2	0.2980772311910127	No data	No data	No data	0.9561089472573077	0.2451987550366872	No data	No data	arrestin beta 2
FGF23	0.29806606943943287	No data	No data	No data	0.9805921022933716	No data	No data	No data	fibroblast growth factor 23
PSMA6	0.2979247953530915	No data	No data	No data	0.9751856989678153	0.04941633036252462	No data	No data	proteasome 20S subunit alpha 6
RPS6KB1	0.2979085224940595	No data	No data	No data	0.9067628608047468	0.7331093596440291	No data	No data	ribosomal protein S6 kinase B1
PSMD4	0.2979010293152139	No data	No data	No data	0.9751856989678153	0.04863446380892969	No data	No data	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
PSMB7	0.2979010293152139	No data	No data	No data	0.9751856989678153	0.04863446380892969	No data	No data	proteasome 20S subunit beta 7
PRDM2	0.297711545751427	No data	0.46190872354966905	No data	No data	0.1616993565951396	No data	0.4842168802976562	PR/SET domain 2
PSMB10	0.29769442391033807	No data	No data	No data	0.9751856989678153	0.04183745975229976	No data	No data	proteasome 20S subunit beta 10
PSMA1	0.29754941514790967	No data	No data	No data	0.9751856989678153	0.03706689168770857	No data	No data	proteasome 20S subunit alpha 1
FGF6	0.2975396781256645	No data	No data	No data	0.9788603548121242	No data	No data	No data	fibroblast growth factor 6
CCR4	0.29751754875342135	0.0033311117209513606	0.4124219417963838	No data	0.5579092950751711	0.31612401475804297	No data	No data	C-C motif chemokine receptor 4
TOPBP1	0.2973669252764407	0.0037357281928996726	No data	No data	0.9313784102608791	0.46083452091973837	No data	No data	DNA topoisomerase II binding protein 1
PSMD8	0.2973466595331868	No data	No data	No data	0.9751856989678153	0.030396539880581056	No data	No data	proteasome 26S subunit, non-ATPase 8
PSMC6	0.2973466595331868	No data	No data	No data	0.9751856989678153	0.030396539880581056	No data	No data	proteasome 26S subunit, ATPase 6
PSMA3	0.2973466595331868	No data	No data	No data	0.9751856989678153	0.030396539880581056	No data	No data	proteasome 20S subunit alpha 3
BTRC	0.29726503906971957	No data	No data	No data	0.9168843697418507	0.6107246428460531	No data	No data	beta-transducin repeat containing E3 ubiquitin protein ligase
PPP2CB	0.29722630781083115	No data	No data	No data	0.9766135524714592	0.012158615952232422	No data	No data	protein phosphatase 2 catalytic subunit beta
MTNR1B	0.29722530101789724	No data	No data	0.4873932239413848	No data	0.030396539880581056	No data	No data	melatonin receptor 1B
EYA2	0.29703653396349394	0.19453785523571876	No data	No data	0.8477204803353646	0.7248527769589359	No data	No data	EYA transcriptional coactivator and phosphatase 2
THBS1	0.2969884305174995	No data	No data	No data	0.901650643545769	0.7539619035137379	No data	No data	thrombospondin 1
GAB2	0.29688899596324597	No data	No data	No data	0.9490925952958534	0.2762711401854344	No data	No data	GRB2 associated binding protein 2
NOTCH3	0.29682389090639477	No data	0.18237923928348632	No data	0.8469119991513929	0.8640878573582563	No data	No data	notch receptor 3
PSMD11	0.2967922897511598	No data	No data	No data	0.9751856989678153	0.012158615952232422	No data	No data	proteasome 26S subunit, non-ATPase 11
CD86	0.29665096875037544	No data	No data	No data	0.9522353496156606	0.23701286316681305	No data	No data	CD86 molecule
C22orf31	0.2965801731329868	0.4878518645512974	No data	No data	No data	No data	No data	No data	chromosome 22 open reading frame 31
KLB	0.2965153256021746	No data	No data	No data	0.9736665981815362	0.01823792392834863	No data	No data	klotho beta
MAP3K7	0.2965133406511733	No data	No data	No data	0.9122252835022145	0.6325857688480923	No data	No data	mitogen-activated protein kinase kinase kinase 7
CDKN1A	0.2964943374397227	No data	0.4522105644785015	No data	No data	0.5169233161814891	No data	0.4344273479732644	cyclin dependent kinase inhibitor 1A
PSMD13	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, non-ATPase 13
PSMB6	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 20S subunit beta 6
PSMD1	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, non-ATPase 1
PSMD5	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, non-ATPase 5
PSMD9	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, non-ATPase 9
PSMC3	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 26S subunit, ATPase 3
PSMA5	0.29642270989647507	No data	No data	No data	0.9751856989678153	No data	No data	No data	proteasome 20S subunit alpha 5
CD80	0.2964034187863472	No data	No data	No data	0.9522353496156606	0.22886884529501578	No data	No data	CD80 molecule
PSMB11	0.29633848659594175	No data	No data	No data	0.9749086170997335	No data	No data	No data	proteasome subunit beta 11
PSME4	0.29633848659594175	No data	No data	No data	0.9749086170997335	No data	No data	No data	proteasome activator subunit 4
PSMA8	0.29633848659594175	No data	No data	No data	0.9749086170997335	No data	No data	No data	proteasome 20S subunit alpha 8
NRG3	0.29631041386727625	No data	No data	No data	0.9748162620857227	No data	No data	No data	neuregulin 3
FGG	0.29629932370674045	No data	No data	No data	0.9614052995943249	0.13374477547455663	No data	No data	fibrinogen gamma chain
PPP2R5E	0.29621620622286404	No data	No data	No data	0.9684270252664476	0.06079307976116211	No data	No data	protein phosphatase 2 regulatory subunit B'epsilon
ARRB1	0.2961549026412985	No data	No data	No data	0.9561089472573077	0.18195706511847826	No data	No data	arrestin beta 1
TLN1	0.29610657156410003	No data	No data	No data	0.9577568507794165	0.16388801085613286	No data	No data	talin 1
PAQR3	0.2958536567439336	No data	No data	No data	0.9441498091971382	0.2916379131875749	No data	No data	progestin and adipoQ receptor family member 3
CSF2RB	0.2958410348949811	No data	No data	No data	0.9542573521577107	0.19014724391963483	No data	No data	colony stimulating factor 2 receptor subunit beta
CMSS1	0.29576867672928975	0.4865170145866548	No data	No data	No data	No data	No data	No data	cms1 ribosomal small subunit homolog
SLX4	0.29573885467561617	0.2147616864362653	No data	No data	0.8240895047063848	0.32895810937428827	No data	No data	SLX4 structure-specific endonuclease subunit
FGA	0.2956474259075049	No data	No data	No data	0.9614052995943249	0.11229832789214668	No data	No data	fibrinogen alpha chain
PPP2R5C	0.2955015453299486	No data	No data	No data	0.9721552074377087	No data	No data	No data	protein phosphatase 2 regulatory subunit B'gamma
YWHAB	0.2952167413844974	No data	No data	No data	0.9648349723343461	0.06383273374922022	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
CCNE2	0.2952022545410339	No data	No data	No data	0.9397377740137579	0.3143281218057726	No data	No data	cyclin E2
LEPROTL1	0.2950064216208343	0.16880590728298228	0.4293089083967066	No data	No data	No data	No data	No data	leptin receptor overlapping transcript like 1
SMIM38	0.29490084235427344	0.4850894929371089	No data	No data	No data	No data	No data	No data	small integral membrane protein 38
NCSTN	0.2944440090347444	No data	No data	0.16665747337858577	0.868427300097165	0.38070082899115143	No data	No data	nicastrin
PPP2R5A	0.2943683069494405	No data	No data	No data	0.9684270252664476	No data	No data	No data	protein phosphatase 2 regulatory subunit B'alpha
PPP2R5D	0.2943683069494405	No data	No data	No data	0.9684270252664476	No data	No data	No data	protein phosphatase 2 regulatory subunit B'delta
PPP2R5B	0.2943683069494405	No data	No data	No data	0.9684270252664476	No data	No data	No data	protein phosphatase 2 regulatory subunit B'beta
RPTOR	0.2943137625141826	No data	No data	No data	0.9301556517975572	0.3809193056034816	No data	No data	regulatory associated protein of MTOR complex 1
VCL	0.2938975614335876	No data	No data	No data	0.9560327155579663	0.10845628451659464	No data	No data	vinculin
CD19	0.2936605097252469	No data	No data	No data	0.9414949691730489	0.2460351071627913	No data	No data	CD19 molecule
ITGA2B	0.2934791556891806	No data	No data	No data	0.9611382759911341	0.04363576661084699	No data	No data	integrin subunit alpha 2b
ALDH2	0.29342034898852465	0.036142747685200545	0.43880782710938815	0.15198269940290526	No data	0.14678647639039452	No data	No data	aldehyde dehydrogenase 2 family member
RASGRP1	0.2934096006246771	No data	No data	No data	0.9605024589884745	0.04770568064591194	No data	No data	RAS guanyl releasing protein 1
CFL1	0.2932535104311349	0.171433047268313	No data	No data	0.8477953586809672	0.7030717133853001	No data	No data	cofilin 1
FGB	0.29315789494192046	No data	No data	No data	0.9614052995943249	0.030396539880581056	No data	No data	fibrinogen beta chain
RPS6KB2	0.29314206419902716	No data	No data	No data	0.9230789090547291	0.4131396378768975	No data	No data	ribosomal protein S6 kinase B2
MDC1	0.2930978706028192	No data	No data	No data	0.9443838710973649	0.1986361152504343	No data	No data	mediator of DNA damage checkpoint 1
RAP1B	0.29295558871987604	No data	No data	No data	0.9543564694723545	0.09422927362980127	No data	No data	RAP1B, member of RAS oncogene family
SFN	0.2928979846964909	No data	No data	No data	0.9306364143257706	0.32953474020731344	No data	No data	stratifin
SPTAN1	0.2928555218618763	No data	No data	No data	0.9604105380812312	0.030396539880581056	No data	No data	spectrin alpha, non-erythrocytic 1
IL2RG	0.2928406222901005	No data	No data	No data	0.956110226911199	0.07290947829689372	No data	No data	interleukin 2 receptor subunit gamma
AGO1	0.29271116427349514	No data	No data	No data	0.9547682117587974	0.08207065767756885	No data	No data	argonaute RISC component 1
PIP4K2B	0.29268655515643127	No data	No data	No data	0.954932112516655	0.07962204752052203	No data	No data	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
TNFRSF10B	0.29268587131339435	No data	No data	No data	0.8981115517890502	0.6478051573991817	No data	No data	TNF receptor superfamily member 10b
DAB2IP	0.2926552343644235	No data	No data	No data	0.9493681646083069	0.13423112011264596	No data	No data	DAB2 interacting protein
FRS3	0.2925243396910244	No data	No data	No data	0.9623606530225657	No data	No data	No data	fibroblast growth factor receptor substrate 3
NUP93	0.2924368664058495	No data	No data	No data	0.7069570098814354	0.04559480982087158	No data	No data	nucleoporin 93
NTHL1	0.29241015280131805	No data	0.4063426338202676	No data	0.5909845077151846	0.03495602086266821	No data	No data	nth like DNA glycosylase 1
CAMK2A	0.2923133015996667	No data	No data	No data	0.9566678276378568	0.04998542113695551	No data	No data	calcium/calmodulin dependent protein kinase II alpha
WNT7B	0.2922393907672581	0.47629116269032046	No data	No data	No data	0.08840888956844635	No data	No data	Wnt family member 7B
INPPL1	0.29220486632065407	No data	No data	No data	0.8953948321940073	0.6591480195724787	No data	No data	inositol polyphosphate phosphatase like 1
ATE1	0.2921734975657948	0.4775635638677528	No data	No data	No data	0.06079307976116211	No data	No data	arginyltransferase 1
ACTN2	0.29205615130784157	No data	No data	No data	0.9593005573498573	0.015198269940290528	No data	No data	actinin alpha 2
RALGDS	0.2920348148968992	0.19453785523571876	0.4293089083967066	No data	No data	0.1094275435700918	No data	No data	ral guanine nucleotide dissociation stimulator
PPP5C	0.2919362224474563	No data	No data	No data	0.9543465286302433	0.06079307976116211	No data	No data	protein phosphatase 5 catalytic subunit
SMYD2	0.2918705982226339	No data	No data	No data	0.88499886580207	0.7521107707072557	No data	No data	SET and MYND domain containing 2
RASA1	0.29186242561162046	No data	No data	No data	0.9493681646083069	0.10814891615397908	No data	No data	RAS p21 protein activator 1
PRMT5	0.29177703203492716	No data	No data	No data	0.881115385369005	0.7878673895577722	No data	No data	protein arginine methyltransferase 5
